pond_id,culture_system,water_source,aeration_class,stocking_density_class,water_temperature_c,ph,do_min_night_mg_l,do_max_day_mg_l,salinity_ppt,ammonia_mg_l,nitrite_mg_l,alkalinity_mg_l,turbidity_index,avg_body_weight_g,biomass_density_kg_m2,feed_input_kg_day,fcr,survival_pct,daily_mortality_count,behavioral_stress_index,gut_condition_score,molting_irregularity_flag,growth_deviation_index,disease_risk_level,suspected_condition,treatment_applied,treatment_intensity_class,treatment_response_score,crop_health_status,harvest_viability_flag,economic_risk_index
284,Intensive,Reservoir,Low,Low,31.79,7.7,4.8,6.01,28.3,0.239,0.649,138.6,31.7,9.06,0.63,96.4,1.28,83.7,8,2,9,0,0.81,Moderate,Growth Retardation,Mineral Correction,4,0.73,Failing,1,0.61
88,Semi-intensive,Canal,Medium,Medium,27.08,8.31,4.39,7.72,29.4,0.056,0.437,172.6,32.1,24.79,1.21,121.0,2.31,74.4,5,6,6,0,1.08,Low,Multifactorial,Water Exchange,1,0.99,Stressed,1,0.74
209,Biofloc,Reservoir,Medium,High,26.06,7.51,4.32,7.95,11.7,0.437,0.077,175.9,44.7,14.53,0.64,149.1,2.4,76.2,0,8,3,0,1.02,Low,Parasitic Stress,Mineral Correction,4,0.5,Stable,0,0.71
20,Biofloc,Canal,Medium,High,28.56,7.56,5.1,7.39,12.5,0.394,0.393,115.8,49.0,17.88,0.65,178.2,1.96,92.8,4,7,5,0,1.38,Low,Bacterial Load,Mineral Correction,2,0.79,Stressed,0,0.77
94,Biofloc,Borewell,Medium,High,31.12,8.27,3.6,7.95,24.9,0.082,0.661,164.3,30.9,13.64,2.01,160.1,1.43,75.0,2,6,8,0,1.02,Moderate,Environmental Stress,Probiotic,3,0.62,Stable,1,0.7
10,Intensive,Canal,Low,Low,26.83,7.56,4.42,5.68,14.5,0.247,0.337,115.5,23.0,24.19,0.67,56.3,1.68,70.2,3,9,3,1,0.76,Low,Bacterial Load,Mineral Correction,1,0.94,Failing,0,0.74
69,Semi-intensive,Canal,Medium,Low,30.51,7.43,4.16,7.93,27.5,0.072,0.348,153.9,27.3,12.91,0.98,54.2,1.23,73.1,6,5,6,1,1.24,Low,Multifactorial,None,1,0.83,Stable,0,0.53
248,Semi-intensive,Reservoir,High,Medium,26.97,7.66,2.88,8.08,22.6,0.22,0.333,97.7,48.9,23.8,0.8,55.2,1.57,70.7,2,5,1,0,0.99,Low,Growth Retardation,Mineral Correction,2,0.34,Failing,1,0.43
61,Semi-intensive,Borewell,Low,Medium,26.6,7.54,3.45,6.69,11.7,0.207,0.245,96.9,44.6,25.73,1.13,113.7,1.47,76.6,7,9,7,1,1.05,Moderate,Multifactorial,None,4,0.35,Failing,1,0.7
138,Semi-intensive,Borewell,High,High,28.55,7.2,2.95,6.15,14.1,0.312,0.673,119.5,20.9,11.02,1.24,106.3,1.69,88.1,8,8,9,0,0.72,High,Bacterial Load,Mineral Correction,2,0.54,Stressed,0,0.6
241,Intensive,Reservoir,Medium,High,28.81,7.39,3.0,5.98,26.3,0.24,0.438,124.8,34.9,12.41,1.63,175.5,2.16,82.3,4,9,1,0,1.08,Low,Bacterial Load,Carbon Dosing,4,0.58,Stable,1,0.33
51,Intensive,Canal,Low,High,30.03,8.02,3.33,7.26,22.8,0.194,0.267,132.2,49.0,10.33,1.76,73.4,2.18,67.1,5,3,8,0,0.76,Low,Bacterial Load,Mineral Correction,2,0.51,Stable,1,0.54
216,Biofloc,Borewell,High,Medium,30.78,7.67,3.52,8.13,23.7,0.111,0.354,141.1,38.7,26.82,0.6,51.6,1.91,92.0,0,3,9,0,0.86,Low,Multifactorial,None,3,0.8,Failing,1,0.57
176,Intensive,Canal,Medium,Medium,28.18,7.66,2.82,6.18,15.7,0.118,0.489,110.3,55.3,12.44,0.83,123.7,2.29,73.5,2,7,4,0,0.7,Low,Parasitic Stress,Mineral Correction,1,0.43,Stressed,0,0.36
243,Semi-intensive,Borewell,Medium,Low,29.34,8.36,3.33,5.74,27.6,0.084,0.396,177.3,58.9,20.26,2.14,125.8,1.98,83.6,4,5,6,0,0.83,Low,Multifactorial,Mineral Correction,2,0.75,Stressed,1,0.85
145,Semi-intensive,Reservoir,Low,Low,27.15,7.76,4.18,5.87,20.3,0.301,0.562,108.1,38.2,13.87,1.61,179.8,2.26,74.0,1,7,7,1,0.79,Moderate,Growth Retardation,Mineral Correction,1,0.35,Stable,0,0.69
253,Biofloc,Reservoir,Medium,Low,30.04,7.32,3.53,6.23,17.9,0.167,0.266,143.7,38.7,15.82,1.0,147.2,2.3,89.6,2,7,8,0,1.06,Low,Growth Retardation,Carbon Dosing,3,0.61,Stressed,1,0.61
115,Semi-intensive,Borewell,Low,High,28.92,7.21,5.14,7.65,18.8,0.168,0.346,107.2,45.6,26.13,1.34,67.4,2.11,65.5,0,1,7,0,0.8,Low,Bacterial Load,Mineral Correction,3,0.49,Stressed,1,0.72
174,Semi-intensive,Canal,Medium,Medium,26.68,8.12,2.96,7.82,19.1,0.375,0.47,161.8,21.0,20.25,1.36,60.4,1.48,73.7,3,8,4,0,0.97,Moderate,Multifactorial,Water Exchange,4,0.81,Stable,0,0.81
67,Biofloc,Borewell,High,Medium,26.23,8.07,3.95,6.23,18.2,0.194,0.543,131.4,53.4,15.02,0.64,166.1,2.32,76.4,0,5,3,1,0.82,Moderate,Parasitic Stress,Probiotic,1,0.71,Stable,0,0.29
164,Intensive,Canal,Medium,High,30.26,7.44,4.05,6.24,10.1,0.061,0.717,158.5,54.0,14.94,0.65,69.7,1.39,72.4,4,1,1,0,1.04,Low,Growth Retardation,Carbon Dosing,3,0.48,Stable,1,0.34
54,Semi-intensive,Reservoir,Medium,High,27.01,7.59,3.8,7.08,10.6,0.141,0.601,171.9,20.1,10.6,1.07,99.8,1.83,91.4,6,4,1,0,0.82,High,Parasitic Stress,Water Exchange,2,0.34,Failing,1,0.47
20,Intensive,Canal,Low,High,29.64,7.31,5.03,6.71,19.0,0.294,0.06,89.6,57.0,11.93,1.06,136.7,1.66,79.9,4,7,7,0,1.04,Low,Parasitic Stress,Water Exchange,1,0.92,Failing,1,0.39
275,Biofloc,Reservoir,Medium,High,30.68,7.82,3.25,5.83,25.4,0.069,0.312,164.3,34.8,26.43,1.49,121.4,2.3,80.6,4,4,6,0,0.76,Low,Growth Retardation,Probiotic,2,0.63,Stable,0,0.29
161,Intensive,Borewell,Low,High,27.55,8.41,5.2,6.14,16.3,0.221,0.432,162.2,27.5,10.88,1.68,124.7,2.32,85.9,6,6,3,0,1.27,Low,Parasitic Stress,Water Exchange,3,0.41,Stressed,1,0.49
10,Intensive,Borewell,Low,High,26.57,7.39,3.12,7.75,24.7,0.156,0.457,144.1,59.1,18.13,2.15,73.7,1.75,84.4,6,4,8,0,1.12,Moderate,Parasitic Stress,Mineral Correction,3,0.75,Stressed,0,0.74
244,Semi-intensive,Canal,Medium,Low,28.91,8.34,3.07,7.02,11.1,0.119,0.163,88.4,44.6,22.83,1.69,81.5,1.82,65.2,5,6,1,0,1.26,Low,Growth Retardation,Carbon Dosing,1,0.72,Stable,0,0.3
103,Intensive,Borewell,High,Medium,30.03,8.12,3.32,5.93,13.4,0.273,0.455,98.7,34.1,20.91,0.61,94.9,2.2,77.3,6,9,7,0,0.95,Moderate,Growth Retardation,Carbon Dosing,3,0.47,Failing,1,0.69
136,Biofloc,Reservoir,Medium,High,29.32,7.36,4.23,6.65,13.4,0.461,0.327,173.3,54.5,27.8,0.7,134.1,1.48,79.3,6,3,7,1,0.94,Moderate,Environmental Stress,Probiotic,4,0.8,Stressed,1,0.87
157,Semi-intensive,Reservoir,Low,High,28.33,7.42,5.26,7.81,19.2,0.106,0.553,82.3,34.3,18.66,1.84,63.8,1.98,87.2,7,7,1,0,1.2,Moderate,Parasitic Stress,Carbon Dosing,2,0.81,Failing,0,0.54
241,Semi-intensive,Borewell,High,High,29.53,7.94,3.74,5.7,13.3,0.294,0.462,155.9,49.8,8.97,1.71,166.5,2.4,72.3,5,3,5,0,0.87,Low,Multifactorial,Carbon Dosing,3,0.48,Failing,1,0.48
89,Biofloc,Borewell,Medium,Medium,28.07,8.07,4.41,6.08,29.8,0.237,0.45,126.8,29.5,21.73,2.14,109.9,2.29,71.8,8,1,5,0,1.14,Low,Environmental Stress,None,4,0.84,Stable,0,0.49
161,Semi-intensive,Reservoir,High,Low,30.26,8.45,4.16,6.52,8.8,0.319,0.084,101.9,21.0,13.74,1.32,92.7,2.05,75.0,4,6,5,0,1.35,Low,Growth Retardation,Water Exchange,2,0.52,Failing,1,0.38
220,Semi-intensive,Canal,High,Low,31.97,7.35,5.01,6.84,25.3,0.158,0.027,173.4,53.8,23.99,1.82,151.5,2.21,70.2,0,6,1,0,1.2,Low,Parasitic Stress,Carbon Dosing,4,0.7,Failing,0,0.7
151,Biofloc,Borewell,Medium,Low,29.8,8.24,3.35,7.85,20.3,0.18,0.3,84.0,31.4,26.75,1.93,95.1,1.94,85.4,9,7,1,0,1.03,Moderate,Parasitic Stress,Probiotic,2,0.45,Stable,0,0.79
53,Biofloc,Borewell,Medium,High,26.33,8.12,2.82,7.67,12.9,0.205,0.499,144.4,49.2,24.26,1.09,50.5,1.77,66.6,0,9,2,1,0.97,Low,Bacterial Load,Carbon Dosing,3,0.63,Stable,1,0.22
20,Semi-intensive,Canal,Medium,High,27.97,8.14,4.29,5.98,27.3,0.269,0.639,103.4,22.3,21.67,1.34,160.0,1.49,82.7,7,4,5,0,0.84,Moderate,Growth Retardation,None,4,0.98,Failing,0,0.32
41,Biofloc,Canal,Low,High,29.7,8.04,3.89,6.49,29.0,0.034,0.381,97.3,51.8,21.85,2.1,170.2,1.56,61.4,6,2,4,0,0.88,Moderate,Growth Retardation,Mineral Correction,1,0.4,Stable,1,0.45
120,Biofloc,Canal,High,Low,30.31,7.28,5.39,6.32,17.8,0.353,0.603,118.7,51.7,23.16,1.42,166.4,1.26,92.8,7,2,7,0,0.7,High,Multifactorial,Carbon Dosing,4,0.46,Stressed,1,0.2
41,Intensive,Borewell,Medium,Low,31.9,7.44,4.01,6.85,5.1,0.216,0.58,128.0,28.4,15.93,1.3,56.2,1.27,94.6,3,3,7,0,1.32,Low,Growth Retardation,Mineral Correction,3,0.33,Failing,1,0.7
191,Semi-intensive,Borewell,Medium,High,29.81,7.43,3.03,7.93,17.1,0.15,0.16,128.6,33.1,24.98,2.01,138.6,1.83,94.1,3,7,2,0,0.79,Low,Growth Retardation,Mineral Correction,1,0.62,Stable,0,0.9
170,Semi-intensive,Canal,Low,Medium,31.71,7.49,3.17,7.22,19.5,0.36,0.453,112.2,50.1,24.9,1.71,173.1,2.37,94.1,5,5,1,0,1.16,Moderate,Bacterial Load,Water Exchange,2,0.79,Stable,0,0.27
58,Semi-intensive,Canal,High,High,26.14,7.86,4.99,8.12,10.3,0.112,0.231,131.8,23.0,26.56,0.76,50.1,2.28,88.7,0,6,4,0,1.25,Low,Growth Retardation,Water Exchange,3,0.72,Stressed,1,0.78
117,Semi-intensive,Reservoir,High,High,29.43,7.87,3.27,6.96,21.7,0.262,0.418,82.9,27.1,11.04,1.19,107.2,1.89,81.3,0,5,9,0,1.0,Low,Growth Retardation,Mineral Correction,3,0.42,Stable,1,0.75
110,Biofloc,Reservoir,Medium,Medium,27.33,8.26,3.56,6.96,10.5,0.118,0.753,132.8,27.2,17.21,2.03,100.2,2.09,63.6,5,3,7,0,1.19,Moderate,Growth Retardation,Probiotic,1,0.78,Failing,0,0.82
44,Intensive,Reservoir,Low,High,26.52,7.47,3.26,6.6,12.7,0.237,0.314,161.4,39.9,10.87,2.09,136.8,1.18,70.0,5,4,7,0,1.35,Low,Growth Retardation,None,4,0.33,Stable,0,0.33
43,Semi-intensive,Reservoir,High,Medium,26.99,8.04,5.34,7.24,17.7,0.148,0.54,158.7,22.5,22.69,1.85,103.5,1.48,72.6,1,7,3,0,1.15,Low,Multifactorial,Water Exchange,1,0.34,Stressed,0,0.22
254,Semi-intensive,Borewell,High,High,28.47,7.44,3.66,7.79,13.2,0.146,0.345,108.4,31.6,9.11,1.59,126.0,1.15,61.6,2,8,8,0,1.14,Low,Parasitic Stress,Water Exchange,2,0.53,Stressed,1,0.58
180,Biofloc,Borewell,High,Medium,26.49,7.27,3.25,7.67,6.1,0.164,0.015,86.4,52.6,27.67,1.29,102.5,1.73,63.2,2,2,7,0,1.38,Low,Bacterial Load,None,2,0.33,Stressed,0,0.53
168,Semi-intensive,Canal,Low,High,28.21,8.36,3.45,6.0,17.4,0.234,0.546,136.7,58.5,15.79,2.12,42.3,1.49,78.6,4,9,3,0,0.92,Moderate,Growth Retardation,None,3,0.85,Stressed,0,0.46
36,Intensive,Canal,High,Low,26.36,8.36,3.53,7.02,16.5,0.281,0.483,165.7,43.3,24.44,0.84,165.9,1.52,80.4,8,6,5,0,1.3,Moderate,Parasitic Stress,None,3,1.0,Stable,1,0.6
188,Semi-intensive,Reservoir,Low,High,28.88,8.03,4.9,6.5,28.0,0.131,0.428,174.6,27.7,20.58,1.41,64.3,2.34,81.9,8,9,2,0,0.81,Low,Parasitic Stress,Probiotic,1,0.75,Failing,0,0.59
23,Intensive,Borewell,Low,Low,31.57,8.37,4.03,6.27,6.9,0.075,0.32,166.3,31.7,8.54,0.99,68.0,1.68,87.7,7,5,7,1,1.23,Low,Multifactorial,Carbon Dosing,1,0.73,Failing,1,0.27
278,Semi-intensive,Reservoir,Low,High,27.65,8.07,3.59,7.16,24.3,0.388,0.505,85.5,47.7,24.76,1.93,153.5,1.37,90.5,6,7,7,0,1.08,High,Growth Retardation,Probiotic,3,0.86,Failing,0,0.81
159,Semi-intensive,Reservoir,High,Medium,29.87,7.25,4.1,5.74,25.9,0.407,0.2,103.2,35.9,12.46,1.16,96.9,2.37,71.3,2,8,1,0,1.09,Low,Bacterial Load,None,4,0.64,Failing,0,0.59
253,Biofloc,Borewell,Low,Medium,30.09,8.42,3.69,7.34,7.4,0.265,0.397,107.9,47.4,12.72,1.95,104.6,1.69,62.9,4,9,2,1,1.02,Low,Growth Retardation,None,1,0.82,Stressed,0,0.84
298,Biofloc,Reservoir,High,Medium,30.38,8.24,3.08,6.94,22.5,0.28,0.511,81.8,28.7,27.43,1.66,54.7,2.22,64.2,1,1,4,0,1.11,Moderate,Multifactorial,Carbon Dosing,3,0.66,Failing,0,0.45
163,Biofloc,Reservoir,High,Low,31.94,7.9,5.42,6.64,24.2,0.254,0.565,117.2,46.5,17.33,1.01,154.0,1.52,82.6,2,7,8,0,1.28,Low,Bacterial Load,Probiotic,2,0.87,Failing,1,0.39
243,Semi-intensive,Borewell,Low,Medium,28.75,7.83,4.29,6.81,23.8,0.223,0.351,116.0,41.4,11.14,2.18,113.6,1.18,76.4,7,2,2,0,0.92,Low,Multifactorial,Water Exchange,1,0.53,Stressed,1,0.89
205,Biofloc,Reservoir,Low,Low,28.24,7.89,3.83,5.87,14.6,0.402,0.21,102.9,20.8,21.25,1.7,142.5,1.9,76.0,0,1,9,0,0.71,Moderate,Growth Retardation,None,3,0.64,Stressed,0,0.32
100,Biofloc,Borewell,Low,Low,27.41,7.68,3.4,7.6,20.1,0.218,0.472,99.3,40.9,27.22,1.51,143.3,1.21,81.1,0,8,1,0,1.32,Low,Multifactorial,Mineral Correction,1,0.71,Stable,1,0.55
224,Semi-intensive,Canal,High,Low,28.25,7.42,3.72,5.68,28.9,0.524,0.302,151.9,37.2,16.78,1.31,120.4,1.71,88.5,6,5,4,0,0.7,High,Growth Retardation,Water Exchange,1,0.63,Stressed,0,0.41
215,Intensive,Canal,Low,Medium,26.39,7.21,4.32,7.04,14.8,0.054,0.523,88.5,55.5,18.45,0.74,117.3,1.73,83.9,0,3,3,0,1.03,Low,Multifactorial,Water Exchange,3,0.76,Failing,1,0.45
51,Biofloc,Borewell,High,Low,27.84,8.14,3.46,6.69,18.4,0.095,0.128,83.3,59.4,16.45,2.04,94.4,1.59,66.1,2,3,6,0,1.34,Low,Environmental Stress,Probiotic,3,0.59,Stable,1,0.84
38,Biofloc,Reservoir,High,High,27.46,7.95,4.27,8.17,10.2,0.03,0.162,108.8,41.0,11.69,1.96,58.0,1.32,76.3,6,8,7,0,1.36,Low,Bacterial Load,Probiotic,2,0.3,Stressed,1,0.74
132,Intensive,Borewell,Medium,Medium,30.59,7.8,3.67,6.04,28.1,0.078,0.566,165.3,49.1,22.44,0.73,155.5,2.05,88.5,0,3,6,0,0.82,Moderate,Environmental Stress,Water Exchange,3,0.46,Stressed,1,0.61
236,Biofloc,Borewell,Low,Medium,28.03,7.89,4.41,6.19,20.2,0.11,0.146,171.8,46.6,26.82,1.27,174.5,2.09,75.0,4,2,6,0,0.86,Low,Multifactorial,Water Exchange,2,0.46,Stable,1,0.84
246,Intensive,Canal,Low,Low,29.2,7.78,3.45,6.28,25.9,0.226,0.484,113.7,49.3,8.76,1.53,85.9,1.39,70.0,3,7,4,0,1.17,Low,Multifactorial,None,2,0.69,Failing,1,0.44
105,Intensive,Borewell,Medium,Medium,31.36,7.83,4.77,6.55,24.8,0.213,0.077,119.9,44.4,12.65,1.44,127.0,1.92,88.2,8,9,9,1,0.91,Low,Multifactorial,Mineral Correction,1,0.86,Stable,1,0.89
145,Biofloc,Borewell,Medium,Low,29.01,8.3,3.34,7.14,24.2,0.28,0.599,81.4,59.5,13.7,0.69,118.8,1.78,81.2,8,7,2,0,0.97,High,Multifactorial,Probiotic,1,0.31,Failing,0,0.41
201,Intensive,Borewell,High,Medium,28.81,7.41,3.2,6.32,29.9,0.198,0.16,115.4,24.3,27.02,2.09,99.8,1.76,91.3,5,1,2,0,0.83,Low,Bacterial Load,None,1,0.49,Stable,0,0.39
113,Intensive,Canal,Medium,High,28.25,8.25,3.39,6.42,21.3,0.193,0.075,172.0,51.2,17.58,1.7,48.9,2.1,86.3,5,3,1,0,0.89,Low,Parasitic Stress,Carbon Dosing,2,0.62,Stable,1,0.22
176,Semi-intensive,Borewell,Low,High,26.72,7.85,5.22,6.37,25.0,0.165,0.121,93.9,34.1,16.58,1.6,171.8,2.17,65.5,1,3,5,0,1.31,Low,Parasitic Stress,Carbon Dosing,3,0.37,Stressed,1,0.33
155,Biofloc,Reservoir,High,High,29.72,7.64,5.26,7.55,17.7,0.134,0.103,147.3,50.3,10.33,1.42,99.9,2.04,86.1,0,5,3,0,0.87,Low,Parasitic Stress,Mineral Correction,2,0.31,Stable,0,0.49
126,Biofloc,Canal,High,Low,29.22,7.31,4.33,6.76,15.1,0.185,0.318,163.6,42.5,21.08,1.42,148.4,1.25,60.8,2,9,1,0,0.73,Low,Environmental Stress,None,4,0.86,Stable,0,0.87
254,Biofloc,Canal,High,Medium,30.67,7.59,5.29,6.43,15.5,0.091,0.414,145.5,58.4,9.85,1.69,65.3,2.34,76.9,5,4,1,0,1.32,Low,Parasitic Stress,Mineral Correction,4,0.85,Failing,1,0.84
248,Semi-intensive,Canal,High,Low,30.51,8.21,3.45,6.87,14.4,0.411,0.064,98.7,55.6,13.09,1.28,47.9,1.2,74.6,6,4,9,0,1.18,High,Parasitic Stress,None,4,0.51,Failing,1,0.47
24,Intensive,Reservoir,High,Medium,29.61,7.72,3.51,8.19,11.4,0.278,0.394,103.9,33.5,10.91,1.54,140.1,1.56,75.8,5,7,3,0,1.06,Low,Environmental Stress,Probiotic,2,0.42,Failing,0,0.78
171,Intensive,Borewell,High,Low,26.23,7.4,3.27,6.24,13.0,0.167,0.745,111.5,36.7,8.99,2.14,115.8,1.2,88.5,3,7,4,0,1.25,Moderate,Environmental Stress,Carbon Dosing,4,0.96,Stable,0,0.67
278,Semi-intensive,Canal,High,Low,30.49,7.42,4.83,7.97,5.8,0.045,0.145,86.4,38.3,25.18,0.77,86.4,1.8,81.0,6,1,7,1,0.81,Low,Bacterial Load,Probiotic,2,0.78,Stressed,1,0.85
31,Biofloc,Borewell,Low,Low,31.75,8.06,3.0,5.69,15.1,0.317,0.21,128.9,21.7,21.99,1.21,108.1,2.06,91.5,1,1,6,0,1.01,Moderate,Multifactorial,Mineral Correction,2,0.76,Stable,0,0.21
95,Semi-intensive,Borewell,Low,Medium,29.14,8.19,3.62,7.46,25.8,0.246,0.123,162.8,40.5,19.57,1.73,68.8,1.59,78.0,1,2,6,0,0.92,Low,Environmental Stress,Water Exchange,1,0.83,Stable,1,0.87
166,Semi-intensive,Canal,High,Medium,31.99,7.74,2.98,6.15,7.1,0.483,0.249,135.7,31.0,11.37,1.84,162.8,1.61,87.9,5,6,4,0,1.2,Moderate,Growth Retardation,None,2,0.9,Stable,0,0.31
244,Semi-intensive,Canal,Medium,Low,28.36,7.6,2.88,5.87,16.8,0.187,0.421,138.6,26.5,9.61,1.34,137.6,1.44,83.8,1,7,7,0,0.74,Low,Growth Retardation,Water Exchange,2,0.48,Stressed,0,0.27
197,Biofloc,Canal,Medium,High,29.57,7.61,4.63,5.55,19.5,0.358,0.569,136.4,49.3,26.02,0.71,121.7,1.73,78.6,5,1,7,0,0.78,Moderate,Parasitic Stress,Mineral Correction,1,0.91,Stressed,1,0.63
142,Semi-intensive,Borewell,Low,Medium,27.58,7.78,4.78,7.85,27.3,0.27,0.405,134.8,55.1,23.5,0.66,86.1,1.62,93.7,3,4,9,0,0.9,Low,Growth Retardation,Carbon Dosing,4,0.48,Stressed,1,0.53
48,Biofloc,Reservoir,Medium,Low,30.7,7.63,2.92,7.23,16.8,0.099,0.096,94.5,46.9,14.12,1.53,80.0,1.99,77.4,8,2,4,0,1.05,Moderate,Bacterial Load,Water Exchange,3,0.36,Stressed,0,0.63
100,Biofloc,Borewell,Medium,Low,30.33,7.98,3.41,6.99,23.0,0.33,0.491,150.5,24.5,19.61,1.61,150.7,1.27,79.4,5,3,9,0,1.07,Moderate,Growth Retardation,Probiotic,4,0.82,Stressed,0,0.69
259,Intensive,Borewell,High,High,28.52,8.0,3.22,7.96,5.2,0.036,0.189,127.6,49.9,17.9,2.14,164.4,1.9,61.6,0,1,2,1,1.03,Low,Parasitic Stress,Mineral Correction,4,0.68,Stressed,0,0.66
235,Semi-intensive,Reservoir,Low,High,31.97,7.54,3.3,8.16,25.3,0.227,0.383,98.5,40.9,20.07,2.01,152.8,2.26,76.4,0,6,9,0,0.85,Low,Bacterial Load,None,4,0.65,Failing,0,0.27
93,Intensive,Canal,Medium,Medium,30.32,8.17,2.83,6.65,18.9,0.266,0.165,139.0,29.9,8.65,1.83,58.7,1.64,90.2,6,1,9,0,1.26,Moderate,Multifactorial,Probiotic,3,0.47,Stable,1,0.89
275,Biofloc,Canal,Low,High,29.76,8.31,3.34,5.64,29.6,0.344,0.618,86.1,31.7,12.25,0.89,95.3,1.46,60.7,4,3,5,0,0.95,High,Environmental Stress,Carbon Dosing,1,0.39,Failing,1,0.76
296,Intensive,Borewell,High,High,30.17,8.45,3.02,6.62,9.7,0.339,0.408,126.8,40.1,21.54,1.6,45.2,1.66,72.6,3,2,2,0,1.03,Moderate,Environmental Stress,Probiotic,2,0.32,Failing,1,0.89
172,Intensive,Reservoir,High,Medium,30.93,7.31,2.93,6.61,6.0,0.337,0.302,113.4,21.2,15.6,0.89,114.8,2.12,81.7,0,8,3,0,0.7,Moderate,Bacterial Load,Carbon Dosing,3,0.97,Stressed,0,0.33
87,Biofloc,Borewell,Medium,Medium,27.36,7.34,4.41,7.61,15.4,0.141,0.099,171.1,23.3,10.21,0.96,113.4,2.37,72.6,1,2,9,0,1.4,Low,Growth Retardation,None,1,0.48,Stressed,1,0.85
37,Biofloc,Reservoir,High,Medium,30.03,8.23,5.48,6.04,16.2,0.24,0.021,116.1,40.6,18.32,1.03,115.1,2.14,66.9,0,7,5,1,1.2,Low,Environmental Stress,Probiotic,2,0.37,Stable,0,0.35
41,Intensive,Reservoir,High,Low,31.66,7.68,4.41,7.95,7.0,0.149,0.112,84.2,53.3,14.14,0.92,128.2,2.22,67.4,6,3,6,0,0.91,Low,Growth Retardation,Probiotic,3,0.39,Stable,1,0.27
240,Semi-intensive,Canal,High,High,30.07,7.93,4.35,7.57,18.1,0.184,0.531,107.2,54.4,26.81,1.35,157.0,1.28,93.5,0,8,4,0,1.18,Low,Environmental Stress,Probiotic,3,0.52,Failing,1,0.65
222,Semi-intensive,Reservoir,Medium,Low,28.27,7.58,4.87,5.89,15.0,0.388,0.169,144.0,22.9,10.23,0.97,93.7,2.26,68.5,0,7,6,0,0.96,Low,Environmental Stress,Water Exchange,2,0.79,Failing,1,0.58
74,Semi-intensive,Canal,Medium,Low,31.07,8.33,4.69,5.54,22.5,0.281,0.337,148.3,28.1,23.38,0.85,59.0,1.51,93.3,2,9,6,0,0.71,Low,Growth Retardation,Water Exchange,3,0.34,Stable,0,0.24
291,Semi-intensive,Borewell,Medium,Medium,29.35,7.64,2.9,6.46,13.0,0.392,0.745,146.4,45.5,17.54,0.67,73.2,1.88,78.7,0,8,9,0,1.22,High,Environmental Stress,Probiotic,3,0.95,Stressed,1,0.45
245,Biofloc,Borewell,High,Medium,27.87,7.53,4.5,7.26,8.8,0.13,0.003,161.1,39.5,17.84,1.28,132.9,1.92,72.6,7,5,7,0,1.14,Low,Growth Retardation,Carbon Dosing,2,0.53,Failing,1,0.72
138,Semi-intensive,Canal,High,High,30.82,7.86,3.91,7.75,27.8,0.394,0.368,87.5,59.1,20.99,0.64,60.0,1.17,90.1,1,4,5,0,1.19,Moderate,Multifactorial,Probiotic,2,0.77,Stable,0,0.58
144,Biofloc,Borewell,Medium,Medium,28.89,7.96,2.82,6.19,27.3,0.264,0.06,82.8,41.8,14.49,1.87,164.5,1.85,91.7,0,5,8,0,0.79,Low,Parasitic Stress,Carbon Dosing,1,0.93,Stable,1,0.37
216,Biofloc,Reservoir,Low,Low,26.91,7.21,2.93,5.91,26.4,0.368,0.772,94.4,45.8,13.2,1.33,78.1,1.22,78.2,5,9,5,0,0.93,High,Growth Retardation,Probiotic,1,0.67,Stable,1,0.33
224,Biofloc,Borewell,High,Medium,29.26,8.01,3.24,5.95,16.7,0.231,0.377,103.1,22.1,10.45,0.68,108.4,1.88,94.1,6,9,7,0,1.19,Moderate,Parasitic Stress,None,1,0.9,Stressed,0,0.26
245,Intensive,Borewell,High,Medium,28.71,8.41,4.47,6.16,16.4,0.287,0.479,96.9,31.6,18.81,0.97,90.6,1.79,90.2,0,1,2,0,0.84,Low,Parasitic Stress,None,2,0.34,Failing,1,0.85
100,Intensive,Borewell,Low,Low,30.48,8.22,5.43,7.81,14.4,0.211,0.378,130.3,51.3,14.1,1.1,68.6,1.45,60.7,5,5,7,0,0.7,Low,Multifactorial,None,4,0.78,Stressed,1,0.48
174,Intensive,Reservoir,High,Low,30.08,7.81,4.55,5.87,18.4,0.266,0.213,129.0,42.6,17.98,0.65,154.5,1.1,73.3,4,6,8,1,1.03,Low,Environmental Stress,Probiotic,3,0.77,Failing,0,0.26
226,Intensive,Canal,Low,Medium,30.2,7.21,3.89,6.43,19.6,0.012,0.199,148.1,44.3,14.36,0.77,144.9,2.03,62.1,5,7,9,0,1.38,Low,Multifactorial,Water Exchange,2,0.5,Stable,1,0.31
223,Intensive,Reservoir,Medium,Medium,31.2,7.71,3.0,7.64,28.6,0.283,0.176,115.0,59.0,11.21,1.27,71.9,1.58,76.1,0,7,5,0,0.91,Low,Environmental Stress,Probiotic,2,0.65,Stable,0,0.22
273,Semi-intensive,Reservoir,High,Medium,28.92,8.44,4.79,7.1,12.1,0.237,0.379,91.6,58.0,17.54,1.58,154.8,1.41,74.9,3,2,3,0,1.0,Low,Growth Retardation,Carbon Dosing,4,0.9,Failing,1,0.28
